Mindat_id,Deposit_type,age_category,litho_class,Latitude,Longitude,age_midpoint_ma,lithology_status,macro_latitude,macro_longitude,macro_litho_raw,macro_litho_class,api_status,n_minerals_total,n_minerals_mapped,n_families_primary,n_families_copper,pct_mapped,age_status,continent_approx_original
28448.0,Porphyry,Cenozoic,other,-27.3708333333,-66.28,5.5,other,-27.3708333333,-66.28,sedimentary rocks,other,ok,44,44,8,24,100.0,resolved,South_America
28584.0,VMS,Paleozoic,unknown,13.2,124.15,396.5,unknown,13.2,124.15,,unknown,ok,5,5,2,5,100.0,resolved,Asia
28588.0,Porphyry,Unknown,other,10.313948183707,123.71268376923,,other,10.313948183707,123.71268376923,sedimentary rocks,other,ok,29,29,6,17,100.0,unknown,Asia
28719.0,VMS,Paleozoic,other,34.2475,135.438888889,360.0,other,34.2475,135.438888889,sedimentary rocks,other,ok,25,25,5,10,100.0,resolved,Asia
28720.0,VMS,Paleozoic,other,34.0288888889,134.322222222,360.0,other,34.0288888889,134.322222222,sedimentary rocks,other,ok,5,5,2,4,100.0,resolved,Asia
28721.0,VMS,Paleozoic,other,34.0211111111,134.225,360.0,other,34.0211111111,134.225,sedimentary rocks,other,ok,7,7,4,5,100.0,resolved,Asia
28722.0,VMS,Paleozoic,other,35.085,137.833333333,360.0,other,35.085,137.833333333,sedimentary rocks,other,ok,12,12,6,9,100.0,resolved,Asia
28723.0,VMS,Paleozoic,other,33.8277777778,133.472222222,360.0,other,33.8277777778,133.472222222,sedimentary rocks,other,ok,16,16,4,11,100.0,resolved,Asia
28724.0,VMS,Paleozoic,other,36.6291666667,140.605555556,320.0,other,36.6291666667,140.605555556,sedimentary rocks,other,ok,20,20,6,12,100.0,resolved,Asia
29703.0,VMS,Precambrian,felsic,65.372503014476,18.649008035572,1520.5,resolved,65.372503014476,18.649008035572,"intrusive igneous rocks; Basalt, andesite and subordinate dacite, metamorphic; felsic and intermediate volcanic rocks; Major:{meta-sandstone}, Minor{mica schist,gneiss,amphibolite}; metamorphic",felsic,ok,25,25,8,15,100.0,resolved,Europe
30204.0,Porphyry,Mesozoic,felsic,50.6611111111,-120.515,205.5,resolved,50.6611111111,-120.515,plutonic: intermediate rocks; dioritic intrusive rocks; monzonite; sedimentary rocks,felsic,ok,45,45,8,25,100.0,resolved,North_America
30621.0,Sediment-Hosted,Precambrian,metamorphic,34.2718898,69.2937133,770.5,resolved,34.2718898,69.2937133,crystalline metamorphic rocks; conglomerate and sandstone; mafic,metamorphic,ok,19,19,6,13,100.0,resolved,Asia
30641.0,VMS,Paleozoic,unknown,0.0,0.0,430.0,unknown,0.0,0.0,,unknown,ok,14,14,5,10,100.0,resolved,Africa
30673.0,Sediment-Hosted,Unknown,volcanic,-27.600833333333,-70.163055555556,,resolved,-27.600833333333,-70.163055555556,volcanic rocks,volcanic,ok,90,90,9,26,100.0,unknown,South_America
30976.0,Porphyry,Cenozoic,carbonate,29.805,-104.4025,60.2,resolved,29.805,-104.4025,"Major:{sandstone mudstone}, Incidental:{limestone}; limestone; sedimentary; sedimentary rocks",carbonate,ok,11,11,4,9,100.0,resolved,North_America
32000.0,Porphyry,Cenozoic,other,32.0275,-111.080555556,56.0,other,32.0275,-111.080555556,"sedimentary rocks; Major:{sand,silt,clay}; sedimentary",other,ok,9,9,5,8,100.0,resolved,North_America
32440.0,Porphyry,Cenozoic,mafic,32.10292,-110.06876,53.0,resolved,32.10292,-110.06876,"Major:{shale,sandstone,quartzite}, Minor:{limestone,basalt,black shale}, Incidental:{conglomerate}; basalt; quartzite; plutonic: undivided granitic rocks; sedimentary rocks",mafic,ok,54,54,8,22,100.0,resolved,North_America
32562.0,Sediment-Hosted,Cenozoic,other,-19.361370105939,-66.861841680366,45.0,other,-19.361370105939,-66.861841680366,sedimentary rocks,other,ok,21,21,6,13,100.0,resolved,South_America
32728.0,VMS,Unknown,carbonate,67.137472,16.059489,,resolved,67.137472,16.059489,"carbonate; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt; metamorphosed equivalent; Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic",carbonate,ok,18,18,7,13,100.0,unknown,Europe
32750.0,IOCG,Unknown,felsic,63.548220882342,-116.74073296354,,resolved,63.548220882342,-116.74073296354,"rhyolite, rhyodacite, dacite, andesite, basalt, gabbro, felsic porphyry, sandstone, conglomerate, siltstone; intrusive igneous rocks; volcanic: felsic rocks",felsic,ok,35,35,8,18,100.0,unknown,North_America
32790.0,VMS,Unknown,volcanic,59.3572222222,5.23083333333,,resolved,59.3572222222,5.23083333333,"metavolcanic schist; Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic",volcanic,ok,20,20,6,17,100.0,unknown,Europe
33114.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,20,20,6,14,100.0,unknown,Africa
33127.0,Sediment-Hosted,Cenozoic,unknown,0.0,0.0,1.0,unknown,0.0,0.0,,unknown,ok,20,20,6,15,100.0,resolved,Africa
33179.0,Sediment-Hosted,Paleozoic,unknown,0.0,0.0,260.0,unknown,0.0,0.0,,unknown,ok,12,12,4,8,100.0,resolved,Africa
33241.0,Porphyry,Precambrian,felsic,64.9872222222,19.7716666667,1887.5,resolved,64.9872222222,19.7716666667,"meta-rhyolite; metamorphic; Rhyolite, dacite, metamorphic; volcanic rocks; felsic and intermediate volcanic rocks",felsic,ok,15,15,4,10,100.0,resolved,Europe
33954.0,VMS,Paleozoic,metamorphic,64.853111,13.884918,464.5,resolved,64.853111,13.884918,"Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt; metamorphosed equivalent; metasedimentary schist",metamorphic,ok,18,18,6,13,100.0,resolved,Europe
34420.0,VMS,Paleozoic,felsic,68.200929,15.991373,431.5,resolved,68.200929,15.991373,"granodiorite, tonolite; Major:{granite}, Minor{monzonite,meta-granodiorite,meta-monzonite}; granitoid gneiss; orthogneiss/paragneiss",felsic,ok,9,9,3,6,100.0,resolved,Europe
34428.0,VMS,Paleozoic,carbonate,67.095265,16.001146,470.0,resolved,67.095265,16.001146,"carbonate; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate; metamorphosed equivalent; Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic",carbonate,ok,33,33,5,13,100.0,resolved,Europe
34975.0,Porphyry,Cenozoic,other,-27.3297222222,-66.6088888889,7.5,other,-27.3297222222,-66.6088888889,sedimentary rocks,other,ok,33,33,6,19,100.0,resolved,South_America
35613.0,VMS,Paleozoic,metamorphic,68.329524898,16.7902514037,464.5,resolved,68.329524898,16.7902514037,"Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic; metasedimentary schist; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate; metamorphosed equivalent",metamorphic,ok,13,13,3,8,100.0,resolved,Europe
36285.0,VMS,Unknown,carbonate,67.132786,16.089266,,resolved,67.132786,16.089266,"carbonate; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt; metamorphosed equivalent; Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic",carbonate,ok,18,18,8,12,100.0,unknown,Europe
36363.0,VMS,Paleozoic,metamorphic,62.10968,9.824278,470.0,resolved,62.10968,9.824278,"Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate; metamorphosed equivalent; metasedimentary schist",metamorphic,ok,20,20,6,14,100.0,resolved,Europe
36818.0,Porphyry,Mesozoic,other,-30.241578766321,-71.102801250415,141.9,other,-30.241578766321,-71.102801250415,sedimentary rocks,other,ok,33,33,7,23,100.0,resolved,South_America
37411.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,15,15,5,11,100.0,unknown,Africa
37441.0,Porphyry,Unknown,felsic,35.3674943,-114.1410656,,resolved,35.3674943,-114.1410656,"sedimentary rocks; Major:{granite,granodiorite,diorite}; granite; plutonic: undivided granitic rocks",felsic,ok,31,31,8,20,100.0,unknown,North_America
37499.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,27,27,8,17,100.0,unknown,Africa
38508.0,Sediment-Hosted,Mesozoic,siliciclastic,38.2411,-109.26375,100.0,resolved,38.2411,-109.26375,"Major:{sandstone}, Minor:{mixed clastic}; sandstone; limestone; sedimentary; sandstone-conglomerate",siliciclastic,ok,38,38,7,16,100.0,resolved,North_America
39272.0,Porphyry,Precambrian,other,-24.272220317269,-69.068275471678,957.245,other,-24.272220317269,-69.068275471678,sedimentary rocks,other,ok,56,56,9,27,100.0,resolved,South_America
39273.0,Porphyry,Cenozoic,other,-20.98305202099,-68.673347057618,32.0,other,-20.98305202099,-68.673347057618,sedimentary rocks,other,ok,79,79,9,30,100.0,resolved,South_America
39275.0,Porphyry,Cenozoic,other,-21.9205555556,-68.8325,36.0,other,-21.9205555556,-68.8325,sedimentary rocks,other,ok,29,29,7,19,100.0,resolved,South_America
41271.0,Sediment-Hosted,Paleozoic,other,-11.1688888889,27.0091666667,436.0,other,-11.1688888889,27.0091666667,sedimentary; sedimentary rocks,other,ok,21,21,6,10,100.0,resolved,Africa
41272.0,Sediment-Hosted,Precambrian,other,-10.9525,26.7722222222,900.0,other,-10.9525,26.7722222222,sedimentary; sedimentary rocks,other,ok,3,3,2,3,100.0,resolved,Africa
41275.0,Sediment-Hosted,Precambrian,other,-10.8466666667,26.4783333333,900.0,other,-10.8466666667,26.4783333333,sedimentary; sedimentary rocks,other,ok,12,12,4,9,100.0,resolved,Africa
42054.0,Sediment-Hosted,Unknown,carbonate,31.169445037842,-104.90000152588,,resolved,31.169445037842,-104.90000152588,"sedimentary rocks; Major:{conglomerate,sandstone}, Incidental:{limestone}; volcanic; sedimentary",carbonate,ok,18,18,6,13,100.0,unknown,North_America
42058.0,Sediment-Hosted,Unknown,carbonate,31.224445343018,-104.90528106689,,resolved,31.224445343018,-104.90528106689,"sedimentary; sedimentary rocks; Major:{conglomerate,sandstone}, Incidental:{limestone}; volcanic",carbonate,ok,11,11,4,9,100.0,unknown,North_America
42400.0,Sediment-Hosted,Precambrian,other,-10.728248534883,26.381352481256,900.0,other,-10.728248534883,26.381352481256,sedimentary rocks; sedimentary,other,ok,14,14,5,7,100.0,resolved,Africa
43252.0,IOCG,Cenozoic,other,-31.4277777778,140.468611111,14.05,other,-31.4277777778,140.468611111,"laterite,clay,gravel,sand,silt; regolith",other,ok,25,25,9,19,100.0,resolved,Oceania
43582.0,Porphyry,Cenozoic,mafic,-8.9656674438947,116.86724497085,4.335,resolved,-8.9656674438947,116.86724497085,mafic-intermediate volcanic rocks,mafic,ok,42,42,7,22,100.0,resolved,Oceania
43585.0,Porphyry,Unknown,other,-0.5,113.183333333,,other,-0.5,113.183333333,sedimentary rocks,other,ok,9,9,4,9,100.0,unknown,Oceania
43642.0,Porphyry,Mesozoic,felsic,34.5811111111,-113.203888889,74.2,resolved,34.5811111111,-113.203888889,"sedimentary rocks; Major:{granite,granodiorite,tonalite}, Minor:{quartz diorite,diorite,gabbro}; granite; plutonic: undivided granitic rocks",felsic,ok,80,80,9,31,100.0,resolved,North_America
44003.0,Sediment-Hosted,Precambrian,other,-10.719444444444,25.402777777778,546.0,other,-10.719444444444,25.402777777778,sedimentary; sedimentary rocks,other,ok,54,54,7,16,100.0,resolved,Africa
44061.0,VMS,Precambrian,volcanic,34.4558333333,-112.193888889,1640.0,resolved,34.4558333333,-112.193888889,Major:{metavolcanic}; rhyolite; schist; metamorphic and undivided crystalline: sedimentary and volcanic gneiss; felsic; volcanic rocks,volcanic,ok,19,19,7,13,100.0,resolved,North_America
44124.0,Porphyry,Mesozoic,volcanic,32.96821,-107.5417,75.0,resolved,32.96821,-107.5417,"Major:{andesite,dacite}; lava; sedimentary; volcanic rocks",volcanic,ok,25,25,8,19,100.0,resolved,North_America
44460.0,VMS,Paleozoic,mafic,-23.300852777778,150.65216944444,270.0,resolved,-23.300852777778,150.65216944444,"chert,phyllite,sandstone,shale,limestone,siltstone,schist; volcanic; igneous mafic volcanic; basalt",mafic,ok,17,17,5,12,100.0,resolved,Oceania
44769.0,VMS,Precambrian,volcanic,34.545,-113.230277778,1370.0,resolved,34.545,-113.230277778,plutonic: undivided granitic rocks; Major:{metavolcanic}; rhyolite; schist; sedimentary rocks,volcanic,ok,21,21,5,17,100.0,resolved,North_America
45680.0,Sediment-Hosted,Precambrian,siliciclastic,47.48157,-115.72882,1500.0,resolved,47.48157,-115.72882,"mafic-intermediate volcanic rocks; limestone,shale,argillite,quartzite,dolomite,siltstone; turbidite; Major:{metasiltstone,quartzite}, Minor:{argillite,calc silicate gneiss}; argillite; sedimentary; Major:: {argillite, quartzite, green argillite}",siliciclastic,ok,13,13,5,10,100.0,resolved,North_America
45788.0,Sediment-Hosted,Unknown,siliciclastic,47.49017,-115.76322,,resolved,47.49017,-115.76322,"Major:: {argillite, quartzite, green argillite}; mafic-intermediate volcanic rocks; limestone,shale,argillite,quartzite,dolomite,siltstone; turbidite; Major:{metasiltstone,quartzite}, Minor:{argillite,calc silicate gneiss}; argillite; sedimentary",siliciclastic,ok,5,5,2,5,100.0,unknown,North_America
45790.0,Sediment-Hosted,Unknown,siliciclastic,47.499249132,-115.75112466,,resolved,47.499249132,-115.75112466,"mafic-intermediate volcanic rocks; limestone,shale,argillite,quartzite,dolomite,siltstone; turbidite; Major:{quartzite}, Minor:{metasiltstone,argillite,schist}; argillite; sedimentary; Major:: {impure quartzite, argillite}",siliciclastic,ok,7,7,4,6,100.0,unknown,North_America
45920.0,VMS,Precambrian,felsic,64.958201522173,19.837623594794,1520.5,resolved,64.958201522173,19.837623594794,"meta-rhyolite; metamorphic; Rhyolite, dacite, metamorphic; greywacke, phyllite, mica schist, meta-arkose, graphitic schist, paragneiss, conglomerate, amphibolite; volcanic rocks",felsic,ok,5,5,2,4,100.0,resolved,Europe
46163.0,Porphyry,Cenozoic,unknown,0.0,0.0,64.0,unknown,0.0,0.0,,unknown,ok,29,29,6,19,100.0,resolved,Africa
46287.0,VMS,Unknown,carbonate,67.14302,16.034353,,resolved,67.14302,16.034353,"carbonate; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt; metamorphosed equivalent; Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic",carbonate,ok,6,6,4,6,100.0,unknown,Europe
46329.0,VMS,Paleozoic,mafic,62.15085,10.087722,464.5,resolved,62.15085,10.087722,"Major:{meta-basalt}, Minor{greenschist,gabbro}; metasedimentary schist; basalt, olivine basalt, tholeiite, alkali basalt, basanite, pillow basalt, flood basalt; metamorphosed equivalent",mafic,ok,19,19,5,16,100.0,resolved,Europe
46331.0,VMS,Paleozoic,metamorphic,62.139762175078,9.9936747550964,464.5,resolved,62.139762175078,9.9936747550964,"Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic; monzonite, quartz monzonite, granodiorite, diorite, tonalite, granitoid rocks; metasedimentary schist",metamorphic,ok,35,35,7,21,100.0,resolved,Europe
46414.0,VMS,Precambrian,felsic,65.006890719953,19.613289356057,1520.5,resolved,65.006890719953,19.613289356057,"greywacke, phyllite, mica schist, meta-arkose, graphitic schist, paragneiss, conglomerate, amphibolite; meta-rhyolite; metamorphic; Rhyolite, dacite, metamorphic; volcanic rocks",felsic,ok,8,8,4,7,100.0,resolved,Europe
46421.0,VMS,Paleozoic,felsic,38.034842007676,-8.4232566983213,320.0,resolved,38.034842007676,-8.4232566983213,"sedimentary rocks; Major:{meta-rhyolite}, Minor{meta-basalt group,shale/slate,quartzite}; metamorphic",felsic,ok,43,43,8,22,100.0,resolved,Europe
46432.0,VMS,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,52,52,8,21,100.0,unknown,Africa
46745.0,VMS,Paleozoic,volcanic,38.281718,-7.729614,518.0,resolved,38.281718,-7.729614,"Major:{quartzite}, Minor{phyllite,shale/slate,meta-volcanic rock group}; metamorphic; orthogneiss/paragneiss/metavolcanic gneiss",volcanic,ok,13,13,6,10,100.0,resolved,Europe
46971.0,VMS,Unknown,volcanic,34.4555555556,-112.192777778,,resolved,34.4555555556,-112.192777778,Major:{metavolcanic}; rhyolite; schist; metamorphic and undivided crystalline: sedimentary and volcanic gneiss; felsic; volcanic rocks,volcanic,ok,35,35,8,18,100.0,unknown,North_America
46972.0,IOCG,Unknown,other,41.859761,78.195299,,other,41.859761,78.195299,sedimentary rocks,other,ok,28,28,6,16,100.0,unknown,Asia
47606.0,Porphyry,Paleozoic,other,42.66526992821,75.579408637148,424.0,other,42.66526992821,75.579408637148,sedimentary rocks,other,ok,20,20,7,17,100.0,resolved,Asia
47837.0,VMS,Paleozoic,carbonate,69.736273,21.591482,492.5,resolved,69.736273,21.591482,"Major:{meta-sandstone}, Minor{quartzite,marble,tillite}; metamorphic; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate; metamorphosed equivalent; intrusive igneous rocks",carbonate,ok,14,14,4,11,100.0,resolved,Europe
47950.0,Magmatic sulfide,Precambrian,mafic,61.6805555556,-73.6833333333,1899.0,resolved,61.6805555556,-73.6833333333,"bimodal-mainly mafic volcanic rocks; basalt; volcanic: mafic rocks; sandstone, quartzite; polymictic conglomerate; marble, calcsilicate; slate, ironstone, chert; minor basalt, gabbro, peridotite",mafic,ok,23,23,5,11,100.0,resolved,North_America
48271.0,VMS,Precambrian,volcanic,35.759107943126,-105.66824490989,1520.5,resolved,35.759107943126,-105.66824490989,"sedimentary; Major:{metavolcanic,metaclastic,gneiss}, Minor:{amphibolite}; volcanic; almandine amphibolite grade metavolcanic schist",volcanic,ok,12,12,4,9,100.0,resolved,North_America
48424.0,VMS,Paleozoic,metamorphic,62.795424,11.473154,470.0,resolved,62.795424,11.473154,"Major:{meta-sandstone}, Minor{phyllite,conglomerate,meta-volcanic rock group}; metamorphic; shale, chert, iron-formation, greywacke, turbidite, argillaceous limestone, matrix-supported conglomerate; metamorphosed equivalent; metasedimentary schist",metamorphic,ok,13,13,4,11,100.0,resolved,Europe
48983.0,Magmatic sulfide,Unknown,other,33.25,106.366666667,,other,33.25,106.366666667,sedimentary rocks,other,ok,45,45,6,17,100.0,unknown,Asia
49888.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,6,6,5,5,100.0,unknown,Africa
50665.0,VMS,Precambrian,carbonate,34.500831604004,-112.25666809082,1640.0,resolved,34.500831604004,-112.25666809082,"basalt; Major:{conglomerate,sandstone}, Minor:{mudstone,siltstone,limestone,gypsum}; limestone; metamorphic and undivided crystalline: sedimentary and volcanic gneiss; volcanic rocks",carbonate,ok,17,17,7,14,100.0,resolved,North_America
50863.0,Porphyry,Mesozoic,carbonate,32.67,-110.67,68.0,resolved,32.67,-110.67,"Major:{conglomerate,sandstone}, Minor:{mudstone,sedimentary breccia,limestone}; limestone; sedimentary; sedimentary rocks",carbonate,ok,31,31,8,20,100.0,resolved,North_America
51058.0,Porphyry,Mesozoic,felsic,32.5230555556,-111.901944444,66.0,resolved,32.5230555556,-111.901944444,"volcanic: interlayered sedimentary and volcanic rocks; Major:{granite,granodiorite,diorite}; granite; sedimentary rocks",felsic,ok,29,29,7,19,100.0,resolved,North_America
51825.0,VMS,Precambrian,unknown,0.0,0.0,1835.0,unknown,0.0,0.0,,unknown,ok,17,17,5,11,100.0,resolved,Africa
52166.0,Magmatic sulfide,Precambrian,other,38.4666666667,102.166666667,867.0,other,38.4666666667,102.166666667,sedimentary rocks,other,ok,83,83,7,22,100.0,resolved,Asia
52775.0,Porphyry,Cenozoic,other,33.061157395057,-111.40899089207,34.74,other,33.061157395057,-111.40899089207,"sedimentary rocks; sedimentary; Major:{silt,clay}, Minor:{gravel,sand}",other,ok,23,23,6,17,100.0,resolved,North_America
53487.0,Porphyry,Cenozoic,felsic,32.954448464616,-111.81661605835,63.0,resolved,32.954448464616,-111.81661605835,"sedimentary rocks; Major:{granite,granodiorite,diorite}; granite; sedimentary",felsic,ok,26,26,7,16,100.0,resolved,North_America
53669.0,VMS,Cenozoic,volcanic,38.1527777778,140.197222222,14.15,resolved,38.1527777778,140.197222222,sedimentary and volcanic rocks,volcanic,ok,7,7,3,7,100.0,resolved,Asia
54260.0,Porphyry,Cenozoic,other,-22.85357,-69.34511,63.5,other,-22.85357,-69.34511,sedimentary rocks,other,ok,10,10,4,5,100.0,resolved,South_America
54489.0,Porphyry,Cenozoic,felsic,43.0927777778,-111.322777778,50.0,resolved,43.0927777778,-111.322777778,"sedimentary; Major:{granodiorite,quartz monzodiorite,granite}, Minor:{diorite,hypabyssal dacite,syenite,hypabyssal rhyolite}; granite; sedimentary rocks",felsic,ok,14,14,4,10,100.0,resolved,North_America
54518.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,0.0,0.0,,unknown,ok,30,30,7,13,100.0,unknown,Africa
55427.0,Porphyry,Cenozoic,other,-17.0455555556,-70.7072222222,51.0,other,-17.0455555556,-70.7072222222,sedimentary rocks,other,ok,33,33,7,18,100.0,resolved,South_America
55597.0,Porphyry,Unknown,other,-16.5352777778,-71.5916666667,,other,-16.5352777778,-71.5916666667,intrusive igneous rocks,other,ok,31,31,8,18,100.0,unknown,South_America
55929.0,Sediment-Hosted,Paleozoic,other,48.26667,67.3333,300.0,other,48.26667,67.3333,sedimentary rocks,other,ok,6,6,4,5,100.0,resolved,Asia
56211.0,IOCG,Precambrian,felsic,-25.2567587597,28.580646074,1400.0,resolved,-25.2567587597,28.580646074,sedimentary and volcaniclastic; rhyolite; felsic volcanic rocks,felsic,ok,70,70,8,26,100.0,resolved,Africa
56299.0,VMS,Paleozoic,unknown,0.0,0.0,388.0,unknown,0.0,0.0,,unknown,ok,10,10,2,2,100.0,resolved,Africa
56379.0,VMS,Paleozoic,other,33.9333333333,133.633333333,360.0,other,33.9333333333,133.633333333,sedimentary rocks,other,ok,4,4,2,3,100.0,resolved,Asia
56760.0,Magmatic sulfide,Unknown,mafic,-23.987938588912,28.904128281476,,resolved,-23.987938588912,28.904128281476,intrusive igneous rocks; gabbro; plutonic,mafic,ok,36,36,6,12,100.0,unknown,Africa
56940.0,VMS,Unknown,carbonate,48.293,-2.933,,resolved,48.293,-2.933,"sedimentary rocks; limestone [5.0%..50.0%]; quartzite [5.0%..50.0%]; sandstone [5.0%..50.0%]; schist [50.0%..95.0%]; Major:{siltstone}, Minor{limestone,sandstone}",carbonate,ok,12,12,6,11,100.0,unknown,Europe
58352.0,Porphyry,Cenozoic,mafic,-18.0416666667,178.175,5.6,resolved,-18.0416666667,178.175,mafic-intermediate volcanic rocks,mafic,ok,33,33,6,20,100.0,resolved,Oceania
58783.0,VMS,Paleozoic,mafic,40.5422222222,-117.556944444,300.0,resolved,40.5422222222,-117.556944444,"carbonate-sandstone-chert; Major:{siliciclastic,volcanic}, Minor:{carbonate,argillite,chert,basalt}; basalt; volcanic: interlayered sedimentary and volcanic rocks",mafic,ok,22,22,6,15,100.0,resolved,North_America
59571.0,Porphyry,Cenozoic,mafic,40.6875,-117.083333333,38.0,resolved,40.6875,-117.083333333,"flood basalt(s); mafic volcanic rocks; basalt; basalt; Major:{coarse alluvium,fine alluvium}; volcanic: interlayered sedimentary and volcanic rocks",mafic,ok,10,10,5,9,100.0,resolved,North_America
60100.0,VMS,Mesozoic,other,-0.39,-78.925,89.45,other,-0.39,-78.925,sedimentary rocks,other,ok,17,17,6,13,100.0,resolved,South_America
60101.0,VMS,Mesozoic,other,-0.925533,-79.061604,117.45,other,-0.925533,-79.061604,sedimentary rocks,other,ok,11,11,4,9,100.0,resolved,South_America
60113.0,Porphyry,Cenozoic,mafic,40.548538,-117.13252,39.0,resolved,40.548538,-117.13252,"volcanic: interlayered sedimentary and volcanic rocks; Major:{siliciclastic,volcanic}, Minor:{carbonate,argillite,chert,basalt}; basalt; sedimentary rocks",mafic,ok,53,53,9,27,100.0,resolved,North_America
60164.0,Porphyry,Mesozoic,carbonate,40.6119444444,-117.036111111,86.0,resolved,40.6119444444,-117.036111111,"Major:{sandstone,shale,siltstone}, Incidental:{limestone}; limestone; sedimentary; sedimentary rocks",carbonate,ok,31,31,8,19,100.0,resolved,North_America
61612.0,Porphyry,Cenozoic,unknown,0.0,0.0,63.5,unknown,0.0,0.0,,unknown,ok,33,33,8,21,100.0,resolved,Africa
62248.0,Porphyry,Cenozoic,metamorphic,41.5105555556,22.6019444444,23.0,resolved,41.5105555556,22.6019444444,crystalline metamorphic rocks,metamorphic,ok,54,54,7,24,100.0,resolved,Europe
62514.0,Porphyry,Unknown,mafic,33.0666666667,-110.796111111,,resolved,33.0666666667,-110.796111111,"sedimentary; sedimentary rocks; Major:{shale,sandstone,quartzite}, Minor:{limestone,basalt,black shale}, Incidental:{conglomerate}; basalt; quartzite",mafic,ok,15,15,5,11,100.0,unknown,North_America
63180.0,Porphyry,Mesozoic,volcanic,35.4833333333,-115.133333333,72.5,resolved,35.4833333333,-115.133333333,"metamorphic and undivided crystalline: sedimentary and volcanic gneiss; sedimentary rocks; Major:{gneiss,schist}",volcanic,ok,9,9,4,7,100.0,resolved,North_America
63563.0,Porphyry,Unknown,other,33.535833,54.544444,,other,33.535833,54.544444,sedimentary rocks,other,ok,32,32,8,19,100.0,unknown,Africa
64183.0,VMS,Precambrian,metamorphic,42.016666666667,124.51527777778,3200.0,resolved,42.016666666667,124.51527777778,crystalline metamorphic rocks,metamorphic,ok,44,44,8,26,100.0,resolved,Asia
64292.0,Porphyry,Mesozoic,other,29.681789169728,115.80344526855,105.5,other,29.681789169728,115.80344526855,sedimentary rocks,other,ok,45,45,7,23,100.0,resolved,Asia
64347.0,Porphyry,Unknown,other,39.03,-119.18,,other,39.03,-119.18,"sedimentary; Major:{coarse alluvium,fine alluvium}; sedimentary rocks",other,ok,11,11,4,9,100.0,unknown,North_America
64578.0,VMS,Mesozoic,carbonate,41.416934906985,44.542694091797,90.0,resolved,41.416934906985,44.542694091797,"Major:{limestone}, Minor{sandstone,marl}; sedimentary and volcanic rocks",carbonate,ok,7,7,4,7,100.0,resolved,Europe
64759.0,Porphyry,Cenozoic,other,29.9997222222,114.837777778,17.83,other,29.9997222222,114.837777778,sedimentary rocks,other,ok,34,34,6,18,100.0,resolved,Asia
65223.0,Sediment-Hosted,Cenozoic,other,-17.68,-68.37,45.0,other,-17.68,-68.37,sedimentary rocks,other,ok,13,13,6,10,100.0,resolved,South_America
65283.0,VMS,Precambrian,felsic,60.229,23.539,1520.5,resolved,60.229,23.539,"Major:{granodiorite-diorite group}, Minor{granite,syenite-monzonite group,meta-granodiorite-diorite group}; metavolcanic schist; felsic and intermediate volcanic rocks",felsic,ok,23,23,5,14,100.0,resolved,Europe
65285.0,IOCG,Precambrian,mafic,-20.739163888889,140.65382222222,1532.5,resolved,-20.739163888889,140.65382222222,mafic volcanic rocks; marble; igneous mafic volcanic; basalt,mafic,ok,30,30,8,19,100.0,resolved,Oceania
66391.0,VMS,Cenozoic,unknown,0.0,0.0,0.0,unknown,0.0,0.0,,unknown,ok,10,10,3,7,100.0,resolved,Africa
